country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Cavan,,IE-CN,,5/8/20,-61,-2,,-31,-48,24
IE,Ireland,County Cavan,,IE-CN,,5/9/20,-68,-4,,-28,-31,
IE,Ireland,County Cavan,,IE-CN,,5/10/20,-72,-19,,,-34,
IE,Ireland,County Cavan,,IE-CN,,5/11/20,-59,-6,,-30,-47,20
IE,Ireland,County Cavan,,IE-CN,,5/12/20,-59,-2,,-29,-46,20
IE,Ireland,County Cavan,,IE-CN,,5/13/20,-63,-5,,,-48,21
IE,Ireland,County Cavan,,IE-CN,,5/14/20,-60,-4,,-24,-47,20
IE,Ireland,County Cavan,,IE-CN,,5/15/20,-64,-4,,-30,-47,24
IE,Ireland,County Cavan,,IE-CN,,5/16/20,-67,-5,,-25,-30,
IE,Ireland,County Cavan,,IE-CN,,5/17/20,-71,-13,,,-27,
IE,Ireland,County Cavan,,IE-CN,,5/18/20,-56,-7,,-23,-40,18
IE,Ireland,County Cavan,,IE-CN,,5/19/20,-52,4,,,-40,16
IE,Ireland,County Cavan,,IE-CN,,5/20/20,-56,3,,,-41,18
IE,Ireland,County Cavan,,IE-CN,,5/21/20,-56,4,,-29,-42,19
IE,Ireland,County Cavan,,IE-CN,,5/22/20,-60,1,,-41,-40,22
IE,Ireland,County Cavan,,IE-CN,,5/23/20,-59,5,-31,,-22,
IE,Ireland,County Cavan,,IE-CN,,5/24/20,-65,-1,,,-20,
IE,Ireland,County Cavan,,IE-CN,,5/25/20,-52,3,,,-37,16
IE,Ireland,County Cavan,,IE-CN,,5/26/20,-52,7,,-23,-36,14
IE,Ireland,County Cavan,,IE-CN,,5/27/20,-55,7,,,-36,15
IE,Ireland,County Cavan,,IE-CN,,5/28/20,-52,12,,-14,-37,15
IE,Ireland,County Cavan,,IE-CN,,5/29/20,-53,19,,-26,-38,17
IE,Ireland,County Cavan,,IE-CN,,5/30/20,-59,15,,,-13,
IE,Ireland,County Cavan,,IE-CN,,5/31/20,-61,13,,,-12,
IE,Ireland,County Cavan,,IE-CN,,6/1/20,-61,2,,-32,-71,
IE,Ireland,County Cavan,,IE-CN,,6/2/20,-51,14,,,-36,13
IE,Ireland,County Cavan,,IE-CN,,6/3/20,-57,8,,,-35,16
IE,Ireland,County Cavan,,IE-CN,,6/4/20,-49,9,,-15,-36,16
IE,Ireland,County Cavan,,IE-CN,,6/5/20,-43,1,,-29,-36,18
IE,Ireland,County Cavan,,IE-CN,,6/6/20,-46,2,,-28,-16,
IE,Ireland,County Cavan,,IE-CN,,6/7/20,-46,0,,,-7,
IE,Ireland,County Cavan,,IE-CN,,6/8/20,-30,5,,-25,-32,12
IE,Ireland,County Cavan,,IE-CN,,6/9/20,-33,4,,-23,-32,13
IE,Ireland,County Cavan,,IE-CN,,6/10/20,-40,-3,,,-33,15
IE,Ireland,County Cavan,,IE-CN,,6/11/20,-33,5,,-24,-33,13
IE,Ireland,County Cavan,,IE-CN,,6/12/20,-39,6,,-26,-34,15
IE,Ireland,County Cavan,,IE-CN,,6/13/20,-39,7,,,-10,
IE,Ireland,County Cavan,,IE-CN,,6/14/20,-41,8,,,-12,
IE,Ireland,County Cavan,,IE-CN,,6/15/20,-34,-2,,-26,-33,12
IE,Ireland,County Cavan,,IE-CN,,6/16/20,-32,5,,,-31,12
IE,Ireland,County Cavan,,IE-CN,,6/17/20,-35,4,,,-32,13
IE,Ireland,County Cavan,,IE-CN,,6/18/20,-31,3,,-26,-32,13
IE,Ireland,County Cavan,,IE-CN,,6/19/20,-38,8,,-34,-34,15
IE,Ireland,County Cavan,,IE-CN,,6/20/20,-38,17,,,-11,
IE,Ireland,County Cavan,,IE-CN,,6/21/20,-43,3,,,-9,
IE,Ireland,County Cavan,,IE-CN,,6/22/20,-32,-2,,,-32,12
IE,Ireland,County Cavan,,IE-CN,,6/23/20,-33,3,,,-31,12
IE,Ireland,County Cavan,,IE-CN,,6/24/20,-38,2,,,-30,12
IE,Ireland,County Cavan,,IE-CN,,6/25/20,-35,7,,,-32,11
IE,Ireland,County Cavan,,IE-CN,,6/26/20,-37,10,,,-32,13
IE,Ireland,County Cavan,,IE-CN,,6/27/20,-42,6,,,-16,
IE,Ireland,County Cavan,,IE-CN,,6/28/20,-46,-12,,,-15,
IE,Ireland,County Cavan,,IE-CN,,6/29/20,-28,-4,,,-30,11
IE,Ireland,County Cavan,,IE-CN,,6/30/20,-20,3,,,-29,9
IE,Ireland,County Cavan,,IE-CN,,7/1/20,-27,1,,,-29,10
IE,Ireland,County Cavan,,IE-CN,,7/2/20,-22,0,,,-30,10
IE,Ireland,County Cavan,,IE-CN,,7/3/20,-26,7,,,-31,12
IE,Ireland,County Clare,,IE-CE,,2/15/20,-5,-2,-21,10,-1,
IE,Ireland,County Clare,,IE-CE,,2/16/20,-9,-10,-30,7,-3,
IE,Ireland,County Clare,,IE-CE,,2/17/20,6,1,,12,-9,2
IE,Ireland,County Clare,,IE-CE,,2/18/20,6,0,,9,-8,2
IE,Ireland,County Clare,,IE-CE,,2/19/20,-1,-1,0,2,-10,2
IE,Ireland,County Clare,,IE-CE,,2/20/20,9,0,,16,-13,2
IE,Ireland,County Clare,,IE-CE,,2/21/20,-1,0,-8,7,-16,4
IE,Ireland,County Clare,,IE-CE,,2/22/20,-1,3,0,14,2,
IE,Ireland,County Clare,,IE-CE,,2/23/20,2,0,24,5,3,
IE,Ireland,County Clare,,IE-CE,,2/24/20,0,0,,11,2,0
IE,Ireland,County Clare,,IE-CE,,2/25/20,-1,0,,1,2,1
IE,Ireland,County Clare,,IE-CE,,2/26/20,-2,4,6,9,2,0
IE,Ireland,County Clare,,IE-CE,,2/27/20,4,2,,10,3,0
IE,Ireland,County Clare,,IE-CE,,2/28/20,2,13,12,17,2,-1
IE,Ireland,County Clare,,IE-CE,,2/29/20,-37,-16,-57,-4,-11,
IE,Ireland,County Clare,,IE-CE,,3/1/20,10,6,24,17,6,
IE,Ireland,County Clare,,IE-CE,,3/2/20,1,3,,11,4,0
IE,Ireland,County Clare,,IE-CE,,3/3/20,9,7,,23,4,-1
IE,Ireland,County Clare,,IE-CE,,3/4/20,7,6,,14,3,-1
IE,Ireland,County Clare,,IE-CE,,3/5/20,3,14,,11,2,1
IE,Ireland,County Clare,,IE-CE,,3/6/20,1,9,34,6,1,1
IE,Ireland,County Clare,,IE-CE,,3/7/20,-5,2,-9,5,-1,
IE,Ireland,County Clare,,IE-CE,,3/8/20,-1,7,18,9,-1,
IE,Ireland,County Clare,,IE-CE,,3/9/20,-8,0,-4,4,1,2
IE,Ireland,County Clare,,IE-CE,,3/10/20,1,7,,7,1,2
IE,Ireland,County Clare,,IE-CE,,3/11/20,-3,8,7,1,-1,2
IE,Ireland,County Clare,,IE-CE,,3/12/20,1,29,18,2,-1,3
IE,Ireland,County Clare,,IE-CE,,3/13/20,-15,8,20,-13,-23,12
IE,Ireland,County Clare,,IE-CE,,3/14/20,-25,7,-4,-19,-10,
IE,Ireland,County Clare,,IE-CE,,3/15/20,-25,18,97,-21,-14,
IE,Ireland,County Clare,,IE-CE,,3/16/20,-15,25,,-32,-44,15
IE,Ireland,County Clare,,IE-CE,,3/17/20,-61,-27,,-45,-80,
IE,Ireland,County Clare,,IE-CE,,3/18/20,-42,-3,43,-32,-42,17
IE,Ireland,County Clare,,IE-CE,,3/19/20,-41,-7,,-32,-43,19
IE,Ireland,County Clare,,IE-CE,,3/20/20,-51,-4,53,-42,-44,22
IE,Ireland,County Clare,,IE-CE,,3/21/20,-59,5,-26,-54,-37,
IE,Ireland,County Clare,,IE-CE,,3/22/20,-56,2,107,-45,-37,
IE,Ireland,County Clare,,IE-CE,,3/23/20,-45,-14,,-52,-44,19
IE,Ireland,County Clare,,IE-CE,,3/24/20,-46,-3,,-43,-47,20
IE,Ireland,County Clare,,IE-CE,,3/25/20,-54,-14,15,-49,-50,21
IE,Ireland,County Clare,,IE-CE,,3/26/20,-55,-12,,-50,-51,22
IE,Ireland,County Clare,,IE-CE,,3/27/20,-60,-6,27,-58,-51,25
IE,Ireland,County Clare,,IE-CE,,3/28/20,-76,-14,-59,-66,-50,
IE,Ireland,County Clare,,IE-CE,,3/29/20,-78,-30,-54,-74,-49,
IE,Ireland,County Clare,,IE-CE,,3/30/20,-67,-22,-28,-63,-62,26
IE,Ireland,County Clare,,IE-CE,,3/31/20,-69,-16,-11,-58,-65,27
IE,Ireland,County Clare,,IE-CE,,4/1/20,-70,-20,-30,-62,-65,28
IE,Ireland,County Clare,,IE-CE,,4/2/20,-69,-19,-37,-65,-65,30
IE,Ireland,County Clare,,IE-CE,,4/3/20,-70,-16,-38,-69,-64,32
IE,Ireland,County Clare,,IE-CE,,4/4/20,-76,-17,-54,-72,-52,
IE,Ireland,County Clare,,IE-CE,,4/5/20,-77,-26,-64,-81,-51,
IE,Ireland,County Clare,,IE-CE,,4/6/20,-62,-18,-2,-67,-63,25
IE,Ireland,County Clare,,IE-CE,,4/7/20,-62,-9,,-60,-62,25
IE,Ireland,County Clare,,IE-CE,,4/8/20,-62,-10,-11,-59,-63,25
IE,Ireland,County Clare,,IE-CE,,4/9/20,-63,-7,-20,-61,-63,28
IE,Ireland,County Clare,,IE-CE,,4/10/20,-69,-14,-33,-69,-69,32
IE,Ireland,County Clare,,IE-CE,,4/11/20,-72,-4,-50,-68,-51,
IE,Ireland,County Clare,,IE-CE,,4/12/20,-89,-50,-72,-83,-55,
IE,Ireland,County Clare,,IE-CE,,4/13/20,-75,-36,-5,-78,-85,
IE,Ireland,County Clare,,IE-CE,,4/14/20,-61,-11,,-58,-61,25
IE,Ireland,County Clare,,IE-CE,,4/15/20,-62,-10,-6,-58,-61,26
IE,Ireland,County Clare,,IE-CE,,4/16/20,-79,0,9,-48,-60,27
IE,Ireland,County Clare,,IE-CE,,4/17/20,-82,-4,-24,-60,-60,30
IE,Ireland,County Clare,,IE-CE,,4/18/20,-84,-2,-45,-56,-48,
IE,Ireland,County Clare,,IE-CE,,4/19/20,-86,-15,-44,-65,-43,
IE,Ireland,County Clare,,IE-CE,,4/20/20,-79,-8,9,-57,-58,24
IE,Ireland,County Clare,,IE-CE,,4/21/20,-79,-2,,-51,-58,24
IE,Ireland,County Clare,,IE-CE,,4/22/20,-79,-2,-2,-47,-60,25
IE,Ireland,County Clare,,IE-CE,,4/23/20,-78,1,6,-46,-59,25
IE,Ireland,County Clare,,IE-CE,,4/24/20,-80,2,-11,-56,-60,29
IE,Ireland,County Clare,,IE-CE,,4/25/20,-81,2,-31,-48,-42,
IE,Ireland,County Clare,,IE-CE,,4/26/20,-84,-10,-39,-61,-39,
IE,Ireland,County Clare,,IE-CE,,4/27/20,-77,-2,17,-54,-57,23
IE,Ireland,County Clare,,IE-CE,,4/28/20,-76,2,,-46,-57,21
IE,Ireland,County Clare,,IE-CE,,4/29/20,-78,-2,-28,-53,-59,26
IE,Ireland,County Clare,,IE-CE,,4/30/20,-65,-1,-9,-55,-58,25
IE,Ireland,County Clare,,IE-CE,,5/1/20,-69,-4,-27,-61,-58,29
IE,Ireland,County Clare,,IE-CE,,5/2/20,-74,-3,-36,-58,-43,
IE,Ireland,County Clare,,IE-CE,,5/3/20,-73,-9,-26,-68,-38,
IE,Ireland,County Clare,,IE-CE,,5/4/20,-71,-18,,-68,-82,
IE,Ireland,County Clare,,IE-CE,,5/5/20,-63,1,,-53,-56,23
IE,Ireland,County Clare,,IE-CE,,5/6/20,-64,-3,1,-51,-56,24
IE,Ireland,County Clare,,IE-CE,,5/7/20,-63,-3,8,-53,-55,25
IE,Ireland,County Clare,,IE-CE,,5/8/20,-67,3,16,-57,-55,26
IE,Ireland,County Clare,,IE-CE,,5/9/20,-70,5,-12,-54,-40,
IE,Ireland,County Clare,,IE-CE,,5/10/20,-71,-8,-36,-72,-36,
IE,Ireland,County Clare,,IE-CE,,5/11/20,-62,-4,,-60,-53,22
IE,Ireland,County Clare,,IE-CE,,5/12/20,-62,2,,-49,-53,22
IE,Ireland,County Clare,,IE-CE,,5/13/20,-63,1,2,-51,-53,22
IE,Ireland,County Clare,,IE-CE,,5/14/20,-65,0,-26,-47,-52,21
IE,Ireland,County Clare,,IE-CE,,5/15/20,-67,3,-44,-58,-53,25
IE,Ireland,County Clare,,IE-CE,,5/16/20,-70,2,-63,-50,-35,
IE,Ireland,County Clare,,IE-CE,,5/17/20,-70,-2,-66,-64,-32,
IE,Ireland,County Clare,,IE-CE,,5/18/20,-59,-2,-37,-55,-49,20
IE,Ireland,County Clare,,IE-CE,,5/19/20,-56,2,-16,-39,-48,18
IE,Ireland,County Clare,,IE-CE,,5/20/20,-57,2,-34,-41,-49,20
IE,Ireland,County Clare,,IE-CE,,5/21/20,-57,2,-39,-44,-49,21
IE,Ireland,County Clare,,IE-CE,,5/22/20,-64,4,-63,-56,-50,25
IE,Ireland,County Clare,,IE-CE,,5/23/20,-65,5,-68,-54,-30,
IE,Ireland,County Clare,,IE-CE,,5/24/20,-64,5,-46,-44,-22,
IE,Ireland,County Clare,,IE-CE,,5/25/20,-56,0,-39,-49,-47,19
IE,Ireland,County Clare,,IE-CE,,5/26/20,-55,4,-19,-33,-45,17
IE,Ireland,County Clare,,IE-CE,,5/27/20,-53,7,-16,-33,-46,18
IE,Ireland,County Clare,,IE-CE,,5/28/20,-52,15,1,-31,-46,18
IE,Ireland,County Clare,,IE-CE,,5/29/20,-56,16,-21,-44,-49,21
IE,Ireland,County Clare,,IE-CE,,5/30/20,-60,19,-31,-35,-24,
IE,Ireland,County Clare,,IE-CE,,5/31/20,-60,19,-13,-45,-14,
IE,Ireland,County Clare,,IE-CE,,6/1/20,-60,2,,-50,-77,
IE,Ireland,County Clare,,IE-CE,,6/2/20,-48,16,,-29,-46,16
IE,Ireland,County Clare,,IE-CE,,6/3/20,-51,10,-28,-37,-46,18
IE,Ireland,County Clare,,IE-CE,,6/4/20,-53,8,-43,-42,-45,19
IE,Ireland,County Clare,,IE-CE,,6/5/20,-53,6,-41,-47,-44,21
IE,Ireland,County Clare,,IE-CE,,6/6/20,-57,9,-68,-48,-22,
IE,Ireland,County Clare,,IE-CE,,6/7/20,-56,6,-47,-50,-12,
IE,Ireland,County Clare,,IE-CE,,6/8/20,-38,6,-13,-40,-42,15
IE,Ireland,County Clare,,IE-CE,,6/9/20,-40,7,-16,-32,-42,15
IE,Ireland,County Clare,,IE-CE,,6/10/20,-39,9,-40,20,-43,16
IE,Ireland,County Clare,,IE-CE,,6/11/20,-40,8,-20,-13,-43,16
IE,Ireland,County Clare,,IE-CE,,6/12/20,-46,10,-39,-30,-43,18
IE,Ireland,County Clare,,IE-CE,,6/13/20,-47,18,-33,-30,-14,
IE,Ireland,County Clare,,IE-CE,,6/14/20,-46,16,-23,-41,-10,
IE,Ireland,County Clare,,IE-CE,,6/15/20,-36,9,1,-44,-41,14
IE,Ireland,County Clare,,IE-CE,,6/16/20,-37,12,-17,-30,-41,15
IE,Ireland,County Clare,,IE-CE,,6/17/20,-35,12,-21,-29,-42,15
IE,Ireland,County Clare,,IE-CE,,6/18/20,-36,10,18,-31,-41,15
IE,Ireland,County Clare,,IE-CE,,6/19/20,-41,13,0,-44,-42,15
IE,Ireland,County Clare,,IE-CE,,6/20/20,-44,20,-37,-47,-16,
IE,Ireland,County Clare,,IE-CE,,6/21/20,-42,16,1,-44,-5,
IE,Ireland,County Clare,,IE-CE,,6/22/20,-37,4,-8,-49,-41,15
IE,Ireland,County Clare,,IE-CE,,6/23/20,-38,4,-23,-45,-41,16
IE,Ireland,County Clare,,IE-CE,,6/24/20,-32,8,27,-28,-40,13
IE,Ireland,County Clare,,IE-CE,,6/25/20,-31,16,,-26,-40,13
IE,Ireland,County Clare,,IE-CE,,6/26/20,-39,15,0,-40,-40,16
IE,Ireland,County Clare,,IE-CE,,6/27/20,-45,15,-28,-40,-14,
IE,Ireland,County Clare,,IE-CE,,6/28/20,-48,13,-16,-53,-9,
IE,Ireland,County Clare,,IE-CE,,6/29/20,-24,9,,-41,-37,12
IE,Ireland,County Clare,,IE-CE,,6/30/20,-22,10,,-23,-37,11
IE,Ireland,County Clare,,IE-CE,,7/1/20,-21,12,,-21,-39,11
IE,Ireland,County Clare,,IE-CE,,7/2/20,-20,15,,-18,-37,11
IE,Ireland,County Clare,,IE-CE,,7/3/20,-27,19,53,-29,-40,13
IE,Ireland,County Cork,,IE-CO,,2/15/20,-17,-9,-43,-22,-4,4
IE,Ireland,County Cork,,IE-CO,,2/16/20,-9,-7,-40,-6,-2,2
IE,Ireland,County Cork,,IE-CO,,2/17/20,9,1,9,3,-7,1
IE,Ireland,County Cork,,IE-CO,,2/18/20,6,-2,9,-1,-8,1
IE,Ireland,County Cork,,IE-CO,,2/19/20,2,-2,-10,-5,-9,2
IE,Ireland,County Cork,,IE-CO,,2/20/20,10,1,22,1,-11,2
IE,Ireland,County Cork,,IE-CO,,2/21/20,0,-2,-8,-3,-13,3
IE,Ireland,County Cork,,IE-CO,,2/22/20,-3,1,-7,0,1,0
IE,Ireland,County Cork,,IE-CO,,2/23/20,-3,-2,-13,7,-1,0
IE,Ireland,County Cork,,IE-CO,,2/24/20,-1,4,3,6,3,-1
IE,Ireland,County Cork,,IE-CO,,2/25/20,-7,1,-6,0,3,0
IE,Ireland,County Cork,,IE-CO,,2/26/20,-3,0,0,0,3,0
IE,Ireland,County Cork,,IE-CO,,2/27/20,4,4,18,8,3,-1
IE,Ireland,County Cork,,IE-CO,,2/28/20,-3,2,-12,2,1,0
IE,Ireland,County Cork,,IE-CO,,2/29/20,-8,0,-28,-9,2,3
IE,Ireland,County Cork,,IE-CO,,3/1/20,4,5,2,12,4,-1
IE,Ireland,County Cork,,IE-CO,,3/2/20,1,4,4,6,3,-1
IE,Ireland,County Cork,,IE-CO,,3/3/20,4,3,22,5,3,-1
IE,Ireland,County Cork,,IE-CO,,3/4/20,2,3,2,-2,3,0
IE,Ireland,County Cork,,IE-CO,,3/5/20,3,4,23,3,3,-1
IE,Ireland,County Cork,,IE-CO,,3/6/20,0,9,5,-1,1,0
IE,Ireland,County Cork,,IE-CO,,3/7/20,-8,2,-16,-10,1,2
IE,Ireland,County Cork,,IE-CO,,3/8/20,-3,2,-16,-4,0,0
IE,Ireland,County Cork,,IE-CO,,3/9/20,-5,5,-15,-4,1,1
IE,Ireland,County Cork,,IE-CO,,3/10/20,-2,10,11,-5,1,1
IE,Ireland,County Cork,,IE-CO,,3/11/20,-5,8,-7,-10,-1,2
IE,Ireland,County Cork,,IE-CO,,3/12/20,-4,25,-2,-11,-3,3
IE,Ireland,County Cork,,IE-CO,,3/13/20,-24,2,-12,-30,-27,13
IE,Ireland,County Cork,,IE-CO,,3/14/20,-34,-1,-21,-35,-13,11
IE,Ireland,County Cork,,IE-CO,,3/15/20,-34,4,21,-31,-17,8
IE,Ireland,County Cork,,IE-CO,,3/16/20,-22,11,16,-41,-48,17
IE,Ireland,County Cork,,IE-CO,,3/17/20,-59,-30,35,-60,-80,29
IE,Ireland,County Cork,,IE-CO,,3/18/20,-43,-13,14,-46,-45,20
IE,Ireland,County Cork,,IE-CO,,3/19/20,-45,-15,39,-47,-47,21
IE,Ireland,County Cork,,IE-CO,,3/20/20,-51,-14,12,-54,-47,23
IE,Ireland,County Cork,,IE-CO,,3/21/20,-57,-7,-17,-57,-37,17
IE,Ireland,County Cork,,IE-CO,,3/22/20,-56,-13,36,-47,-38,11
IE,Ireland,County Cork,,IE-CO,,3/23/20,-46,-21,18,-53,-49,20
IE,Ireland,County Cork,,IE-CO,,3/24/20,-49,-14,18,-57,-52,21
IE,Ireland,County Cork,,IE-CO,,3/25/20,-58,-23,4,-59,-54,23
IE,Ireland,County Cork,,IE-CO,,3/26/20,-58,-20,42,-57,-55,24
IE,Ireland,County Cork,,IE-CO,,3/27/20,-60,-16,25,-59,-55,25
IE,Ireland,County Cork,,IE-CO,,3/28/20,-79,-26,-53,-73,-51,22
IE,Ireland,County Cork,,IE-CO,,3/29/20,-81,-40,-54,-73,-51,19
IE,Ireland,County Cork,,IE-CO,,3/30/20,-72,-34,-31,-73,-66,28
IE,Ireland,County Cork,,IE-CO,,3/31/20,-72,-30,-17,-72,-69,29
IE,Ireland,County Cork,,IE-CO,,4/1/20,-73,-31,-27,-72,-69,31
IE,Ireland,County Cork,,IE-CO,,4/2/20,-71,-26,-9,-72,-69,31
IE,Ireland,County Cork,,IE-CO,,4/3/20,-73,-27,-27,-74,-68,33
IE,Ireland,County Cork,,IE-CO,,4/4/20,-77,-27,-41,-72,-54,22
IE,Ireland,County Cork,,IE-CO,,4/5/20,-82,-41,-75,-83,-51,20
IE,Ireland,County Cork,,IE-CO,,4/6/20,-67,-28,1,-68,-67,28
IE,Ireland,County Cork,,IE-CO,,4/7/20,-68,-21,8,-68,-68,28
IE,Ireland,County Cork,,IE-CO,,4/8/20,-69,-21,-6,-70,-68,29
IE,Ireland,County Cork,,IE-CO,,4/9/20,-68,-16,-11,-70,-68,30
IE,Ireland,County Cork,,IE-CO,,4/10/20,-74,-22,-23,-74,-73,34
IE,Ireland,County Cork,,IE-CO,,4/11/20,-76,-17,-23,-68,-53,21
IE,Ireland,County Cork,,IE-CO,,4/12/20,-92,-62,-75,-83,-57,21
IE,Ireland,County Cork,,IE-CO,,4/13/20,-77,-41,-1,-75,-86,34
IE,Ireland,County Cork,,IE-CO,,4/14/20,-69,-26,0,-68,-67,28
IE,Ireland,County Cork,,IE-CO,,4/15/20,-71,-28,0,-67,-66,29
IE,Ireland,County Cork,,IE-CO,,4/16/20,-85,-21,2,-62,-65,30
IE,Ireland,County Cork,,IE-CO,,4/17/20,-87,-25,-32,-69,-65,34
IE,Ireland,County Cork,,IE-CO,,4/18/20,-88,-25,-44,-66,-51,23
IE,Ireland,County Cork,,IE-CO,,4/19/20,-90,-35,-52,-71,-46,19
IE,Ireland,County Cork,,IE-CO,,4/20/20,-84,-26,26,-57,-63,26
IE,Ireland,County Cork,,IE-CO,,4/21/20,-85,-23,-4,-61,-63,28
IE,Ireland,County Cork,,IE-CO,,4/22/20,-84,-22,16,-57,-63,28
IE,Ireland,County Cork,,IE-CO,,4/23/20,-84,-17,22,-58,-63,28
IE,Ireland,County Cork,,IE-CO,,4/24/20,-84,-19,4,-61,-63,31
IE,Ireland,County Cork,,IE-CO,,4/25/20,-86,-19,-9,-55,-46,20
IE,Ireland,County Cork,,IE-CO,,4/26/20,-88,-29,-40,-66,-42,18
IE,Ireland,County Cork,,IE-CO,,4/27/20,-83,-22,17,-58,-61,26
IE,Ireland,County Cork,,IE-CO,,4/28/20,-83,-20,20,-57,-62,23
IE,Ireland,County Cork,,IE-CO,,4/29/20,-86,-24,-24,-65,-63,29
IE,Ireland,County Cork,,IE-CO,,4/30/20,-75,-15,10,-60,-63,27
IE,Ireland,County Cork,,IE-CO,,5/1/20,-76,-18,-9,-62,-63,31
IE,Ireland,County Cork,,IE-CO,,5/2/20,-79,-18,0,-53,-45,20
IE,Ireland,County Cork,,IE-CO,,5/3/20,-79,-27,-25,-60,-42,17
IE,Ireland,County Cork,,IE-CO,,5/4/20,-77,-31,30,-65,-83,32
IE,Ireland,County Cork,,IE-CO,,5/5/20,-76,-21,-22,-65,-62,27
IE,Ireland,County Cork,,IE-CO,,5/6/20,-76,-22,-30,-65,-62,29
IE,Ireland,County Cork,,IE-CO,,5/7/20,-71,-17,30,-56,-60,28
IE,Ireland,County Cork,,IE-CO,,5/8/20,-72,-15,35,-55,-59,28
IE,Ireland,County Cork,,IE-CO,,5/9/20,-75,-12,42,-46,-41,17
IE,Ireland,County Cork,,IE-CO,,5/10/20,-75,-22,-13,-57,-37,16
IE,Ireland,County Cork,,IE-CO,,5/11/20,-68,-18,38,-53,-59,24
IE,Ireland,County Cork,,IE-CO,,5/12/20,-68,-14,60,-50,-59,24
IE,Ireland,County Cork,,IE-CO,,5/13/20,-70,-18,5,-52,-59,26
IE,Ireland,County Cork,,IE-CO,,5/14/20,-70,-13,-41,-46,-59,24
IE,Ireland,County Cork,,IE-CO,,5/15/20,-72,-14,-47,-50,-59,27
IE,Ireland,County Cork,,IE-CO,,5/16/20,-75,-14,-56,-43,-39,18
IE,Ireland,County Cork,,IE-CO,,5/17/20,-75,-17,-66,-46,-34,15
IE,Ireland,County Cork,,IE-CO,,5/18/20,-61,-14,-29,-40,-53,21
IE,Ireland,County Cork,,IE-CO,,5/19/20,-63,-11,-22,-35,-54,21
IE,Ireland,County Cork,,IE-CO,,5/20/20,-62,-10,-13,-34,-54,22
IE,Ireland,County Cork,,IE-CO,,5/21/20,-63,-10,-27,-44,-54,24
IE,Ireland,County Cork,,IE-CO,,5/22/20,-66,-9,-46,-49,-54,26
IE,Ireland,County Cork,,IE-CO,,5/23/20,-67,-5,-43,-33,-32,16
IE,Ireland,County Cork,,IE-CO,,5/24/20,-68,-10,-26,-22,-25,11
IE,Ireland,County Cork,,IE-CO,,5/25/20,-59,-10,-19,-37,-52,20
IE,Ireland,County Cork,,IE-CO,,5/26/20,-60,-9,-6,-32,-51,20
IE,Ireland,County Cork,,IE-CO,,5/27/20,-60,-6,4,-26,-51,20
IE,Ireland,County Cork,,IE-CO,,5/28/20,-59,-1,5,-31,-51,21
IE,Ireland,County Cork,,IE-CO,,5/29/20,-61,-1,-16,-35,-51,22
IE,Ireland,County Cork,,IE-CO,,5/30/20,-65,2,-14,-18,-24,12
IE,Ireland,County Cork,,IE-CO,,5/31/20,-67,-5,-27,-22,-18,9
IE,Ireland,County Cork,,IE-CO,,6/1/20,-63,-10,25,-36,-79,25
IE,Ireland,County Cork,,IE-CO,,6/2/20,-56,2,13,-25,-51,18
IE,Ireland,County Cork,,IE-CO,,6/3/20,-57,-5,-17,-31,-50,20
IE,Ireland,County Cork,,IE-CO,,6/4/20,-58,-4,-25,-38,-49,21
IE,Ireland,County Cork,,IE-CO,,6/5/20,-56,-5,-37,-41,-48,22
IE,Ireland,County Cork,,IE-CO,,6/6/20,-60,-4,-47,-36,-22,14
IE,Ireland,County Cork,,IE-CO,,6/7/20,-60,-11,-39,-30,-17,11
IE,Ireland,County Cork,,IE-CO,,6/8/20,-41,-4,-7,-25,-47,16
IE,Ireland,County Cork,,IE-CO,,6/9/20,-45,-4,-12,-30,-47,17
IE,Ireland,County Cork,,IE-CO,,6/10/20,-47,-6,-26,-35,-48,18
IE,Ireland,County Cork,,IE-CO,,6/11/20,-47,-3,4,-37,-48,19
IE,Ireland,County Cork,,IE-CO,,6/12/20,-50,-1,7,-36,-46,19
IE,Ireland,County Cork,,IE-CO,,6/13/20,-53,2,15,-22,-20,9
IE,Ireland,County Cork,,IE-CO,,6/14/20,-53,-4,7,-24,-16,8
IE,Ireland,County Cork,,IE-CO,,6/15/20,-39,-1,54,-25,-45,15
IE,Ireland,County Cork,,IE-CO,,6/16/20,-42,0,39,-30,-46,16
IE,Ireland,County Cork,,IE-CO,,6/17/20,-42,0,23,-28,-46,16
IE,Ireland,County Cork,,IE-CO,,6/18/20,-40,1,50,-31,-46,17
IE,Ireland,County Cork,,IE-CO,,6/19/20,-44,4,34,-31,-46,16
IE,Ireland,County Cork,,IE-CO,,6/20/20,-50,4,-18,-40,-20,11
IE,Ireland,County Cork,,IE-CO,,6/21/20,-48,2,25,-20,-9,6
IE,Ireland,County Cork,,IE-CO,,6/22/20,-42,-7,-23,-46,-48,18
IE,Ireland,County Cork,,IE-CO,,6/23/20,-43,-4,-19,-44,-48,18
IE,Ireland,County Cork,,IE-CO,,6/24/20,-41,-1,48,-28,-45,15
